,매장,매장주소,구,브랜드,lat,lng
514,백련산아이파크점,"서울 은평구 응암로 264 (응암동, 서울빌딩)",은평구,EDIYA,37.5844969,126.9142648
515,본서부병원점,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)",은평구,EDIYA,37.6012692,126.9221517
516,불광역점,서울 은평구 통일로 731 (대조동),은평구,EDIYA,37.6105363,126.9292987
517,불광연서로점,서울 은평구 연서로 275 (불광동),은평구,EDIYA,37.6116669,126.9303753
518,불광중앙점,서울 은평구 불광로 59 (불광동),은평구,EDIYA,37.6123503,126.9317118
519,새절역점,서울 은평구 가좌로 272 (신사동),은평구,EDIYA,37.595613,126.9072033
520,서광교회점,"서울 은평구 통일로 951 (갈현동, 서광교회)",은평구,EDIYA,37.6277286,126.9191848
521,수색역점,서울 은평구 수색로 250 (수색동),은평구,EDIYA,37.58191540000001,126.8963394
522,역촌동점,서울 은평구 갈현로 82 (역촌동),은평구,EDIYA,37.6016815,126.914373
523,역촌사거리점,서울 은평구 서오릉로 100 (대조동),은평구,EDIYA,37.6089352,126.9210376
524,역촌역점,서울 은평구 진흥로 95 (역촌동),은평구,EDIYA,37.6054513,126.9221274
525,역촌진흥로점,서울 은평구 진흥로1길 3 (역촌동),은평구,EDIYA,37.6080108,126.9193546
526,연신내역점,서울 은평구 통일로 855-9 (갈현동),은평구,EDIYA,37.621541,126.913578
527,연신내중앙점,서울 은평구 통일로 825 (대조동),은평구,EDIYA,37.6170416,126.9226931
528,연신내통일로점,서울 은평구 통일로 876 (불광동),은평구,EDIYA,37.6211963,126.9202773
529,은평구청점,서울 은평구 은평로 197 (녹번동),은평구,EDIYA,37.6016097,126.9296461
530,은평뉴타운점,"서울 은평구 진관3로 70 (진관동, 은평뉴타운상림마을)",은평구,EDIYA,37.64222120000001,126.9226464
531,은평이마트점,"서울 은평구 은평로 111 (응암동, 은평이마트)",은평구,EDIYA,37.6003946,126.9202149
532,응암역점,"서울 은평구 연서로 9 (역촌동, 센타폴리스)",은평구,EDIYA,37.6064781,126.9158807
533,응암오거리점,서울 은평구 응암로 211 (응암동),은평구,EDIYA,37.5908957,126.9171252
534,응암중앙점,서울 은평구 응암로 183 (응암동),은평구,EDIYA,37.588427,126.9166431
535,증산동점,서울 은평구 증산서길 78 (증산동),은평구,EDIYA,37.5833299,126.9065244
536,IBK본점,"서울 중구 을지로 79 (을지로2가, 기업은행)",중구,EDIYA,37.5664541,126.9865526
537,YTN점,서울 중구 세종대로1길 11 (봉래동1가),중구,EDIYA,37.5597551,126.974635
538,광희동점,서울 중구 마른내로 165-1 (광희동1가),중구,EDIYA,37.5648257,127.0061507
539,다동점,서울 중구 다동길 46 (다동),중구,EDIYA,37.5679224,126.9820551
540,동국대후문점,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)",중구,EDIYA,37.5625534,126.9987028
541,동대문점,서울 중구 을지로43길 38 (을지로6가),중구,EDIYA,37.5677048,127.0077641
542,동대문팀204점,"서울 중구 마장로 30 (신당동, Team204)",중구,EDIYA,37.56772710000001,127.0131444
543,동평화점,서울 중구 청계천로 318 (신당동),중구,EDIYA,37.5694611,127.0139466
544,만리동고개점,"서울 중구 만리재로 175 (만리동2가, 서울역센트럴자이),402동 102호",중구,EDIYA,37.554538,126.9636814
545,명동거리점,"서울 중구 명동8가길 7 (충무로2가, 프리엠상가)",중구,EDIYA,37.5617573,126.9854028
546,명동역점,서울 중구 퇴계로 103 (충무로1가),중구,EDIYA,37.5611699,126.9825162
547,명동중앙점,"서울 중구 명동7길 21 (을지로2가, 명동아르누보센텀)",중구,EDIYA,37.5646918,126.9838429
548,북창동점,서울 중구 남대문로1길 57-1 (태평로2가),중구,EDIYA,37.563645,126.9775713
549,서소문점,서울 중구 서소문로11길 8 (서소문동),중구,EDIYA,37.5633202,126.9730375
550,서울시청점,"서울 중구 세종대로20길 23 (무교동, 원창빌딩)",중구,EDIYA,37.5671533,126.9787566
551,신당점,서울 중구 다산로35길 11 (신당동),중구,EDIYA,37.5635523,127.0148174
552,신당중앙점,서울 중구 퇴계로 455 (황학동),중구,EDIYA,37.5674819,127.0199063
553,약수역점,서울 중구 동호로 186-13 (신당동),중구,EDIYA,37.5545583,127.0116392
554,오장동점,서울 중구 마른내로 109-1 (오장동),중구,EDIYA,37.5646101,127.0001367
555,을지로3가점,서울 중구 수표로 45 (저동2가),중구,EDIYA,37.5635393,126.9906086
556,을지로중앙점,서울 중구 마른내로 49 (인현동1가),중구,EDIYA,37.5654425,126.9939981
557,정동점,서울 중구 정동길 2-1 (정동),중구,EDIYA,37.5679783,126.9693574
558,중림브라운스톤점,"서울 중구 청파로 464 (중림동, 브라운스톤서울)",중구,EDIYA,37.5607449,126.9682364
559,중림점,서울 중구 청파로 464 (중림동),중구,EDIYA,37.5606355,126.9683413
560,충무로3가점,서울 중구 퇴계로27길 31 (충무로3가),중구,EDIYA,37.5625674,126.9912484
561,충무로점,서울 중구 퇴계로 188 (필동1가),중구,EDIYA,37.5610862,126.9924672
562,충무아트홀점,서울 중구 퇴계로 381-1 (신당동),중구,EDIYA,37.56527860000001,127.0140012
563,충무필동점,서울 중구 퇴계로 218-5 (필동2가),중구,EDIYA,37.5587734,126.9947209
564,충정로역점,"서울 중구 중림로 10 (중림동, 중림동 삼성 사이버 빌리지)",중구,EDIYA,37.5580555,126.9648531
565,태평로점,서울 중구 세종대로11길 26 (서소문동),중구,EDIYA,37.5638282,126.9752055
566,퇴계로2길점,서울 중구 퇴계로2길 1 (남창동),중구,EDIYA,37.5609292,126.9787635
567,한국은행점,서울 중구 남대문로 29-2 (남대문로3가),중구,EDIYA,37.5614432,126.9789639
568,황학롯데캐슬점,"서울 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",중구,EDIYA,37.5712191,127.0213001
569,회현SK리더스점,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",중구,EDIYA,37.5592302,126.9806639
570,혜화역점,서울 종로구 창경궁로 258-15 (명륜2가),종로구,EDIYA,37.5846997,126.9990412
571,강동고덕교차로점,"서울 강동구 고덕로 421 (강일동, 대한연세요양원)",강동구,EDIYA,37.55737130000001,127.1725399
572,강동구청점,"서울 강동구 성내로6길 20 (성내동, 청일 베르네)",강동구,EDIYA,37.5288753,127.1222899
573,강동성내점,서울 강동구 풍성로 162 (성내동),강동구,EDIYA,37.5304813,127.1298584
574,강동신명초교점,"서울 강동구 명일로 260 (길동, 길동신동아아파트)",강동구,EDIYA,37.5396157,127.1459293
575,강동역점,"서울 강동구 천호대로 1065 (천호동, 강동상떼빌)",강동구,EDIYA,37.5369841,127.1304589
576,강일점,"서울 강동구 아리수로93길 19 (강일동, 임페리얼타워)",강동구,EDIYA,37.5653789,127.1741146
577,고덕강일2지구점,서울 강동구 아리수로93나길 76 (강일동),강동구,EDIYA,37.5721986,127.1742256
578,고덕그라시움후문점,서울 강동구 동남로82길 121 (고덕동),강동구,EDIYA,37.5642658,127.1671244
579,고덕래미안힐스점,"서울 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕)",강동구,EDIYA,37.5602282,127.1493354
580,고덕점,"서울 강동구 동남로75길 19 (명일동, 명일빌딩)",강동구,EDIYA,37.5540951,127.1551471
581,굽은다리역점,서울 강동구 양재대로 1543 (천호동),강동구,EDIYA,37.5436039,127.1418629
582,길동사거리점,서울 강동구 천호대로 1132 (성내동),강동구,EDIYA,37.5304933,127.128992
583,길동역점,서울 강동구 양재대로 1471 (길동),강동구,EDIYA,37.5372822,127.1394091
584,길동중앙점,서울 강동구 명일로 200 (길동),강동구,EDIYA,37.5365347,127.1459382
585,둔촌점,서울 강동구 양재대로 1377 (성내동),강동구,EDIYA,37.5304933,127.128992
586,명일역점,"서울 강동구 구천면로 424 (명일동, 명일메가타운)",강동구,EDIYA,37.5503165,127.1455692
587,명일중앙점,"서울 강동구 상암로 210 (명일동, 명일현대종합상가)",강동구,EDIYA,37.5484567,127.1487867
588,보훈병원점,"서울 강동구 명일로 110 (둔촌동, 둔촌동암펠로스타워)",강동구,EDIYA,37.5287091,127.1431767
589,상일리엔파크점,"서울 강동구 상일로 74 (상일동, 고덕리엔파크3단지아파트)",강동구,EDIYA,37.5525612,127.1752562
590,암사3동점,"서울 강동구 고덕로 140 (암사동, 프라이어팰리스)",강동구,EDIYA,37.5534915,127.1390945
591,암사역점,"서울 강동구 올림픽로 782 (암사동, 501타워)",강동구,EDIYA,37.5508357,127.1281014
592,암사중앙점,"서울 강동구 암사길 50 (암사동, 제이빌더스)",강동구,EDIYA,37.5515869,127.1348633
593,올림픽북문점,서울 강동구 성안로 7 (성내동),강동구,EDIYA,37.5245419,127.1288923
594,천호1동점,"서울 강동구 구천면로34길 43 (천호동, 헤리티지)",강동구,EDIYA,37.5451714,127.1414108
595,천호로데오점,서울 강동구 천호대로 1027 (천호동),강동구,EDIYA,37.5382414,127.1263464
596,천호중앙점,"서울 강동구 올림픽로 660 (천호동, 천호엘크루주상복합)",강동구,EDIYA,37.54017959999999,127.1244282
597,천호초교사거리점,"서울 강동구 구천면로 304 (천호동, 일주빌딩)",강동구,EDIYA,37.5475386,127.1305581
598,천호현대점,서울 강동구 올림픽로 665 (천호동),강동구,EDIYA,37.5410289,127.1237152
599,강동고덕교차로점,"서울 강동구 고덕로 421 (강일동, 대한연세요양원)",강동구,EDIYA,37.55737130000001,127.1725399
600,강동구청점,"서울 강동구 성내로6길 20 (성내동, 청일 베르네)",강동구,EDIYA,37.5288753,127.1222899
601,강동성내점,서울 강동구 풍성로 162 (성내동),강동구,EDIYA,37.5304813,127.1298584
602,강동신명초교점,"서울 강동구 명일로 260 (길동, 길동신동아아파트)",강동구,EDIYA,37.5396157,127.1459293
603,강동역점,"서울 강동구 천호대로 1065 (천호동, 강동상떼빌)",강동구,EDIYA,37.5369841,127.1304589
604,강일점,"서울 강동구 아리수로93길 19 (강일동, 임페리얼타워)",강동구,EDIYA,37.5653789,127.1741146
605,고덕강일2지구점,서울 강동구 아리수로93나길 76 (강일동),강동구,EDIYA,37.5721986,127.1742256
606,고덕그라시움후문점,서울 강동구 동남로82길 121 (고덕동),강동구,EDIYA,37.5642658,127.1671244
607,고덕래미안힐스점,"서울 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕)",강동구,EDIYA,37.5602282,127.1493354
608,고덕점,"서울 강동구 동남로75길 19 (명일동, 명일빌딩)",강동구,EDIYA,37.5540951,127.1551471
609,굽은다리역점,서울 강동구 양재대로 1543 (천호동),강동구,EDIYA,37.5436039,127.1418629
610,길동사거리점,서울 강동구 천호대로 1132 (성내동),강동구,EDIYA,37.5304933,127.128992
611,길동역점,서울 강동구 양재대로 1471 (길동),강동구,EDIYA,37.5372822,127.1394091
612,길동중앙점,서울 강동구 명일로 200 (길동),강동구,EDIYA,37.5365347,127.1459382
613,둔촌점,서울 강동구 양재대로 1377 (성내동),강동구,EDIYA,37.5304933,127.128992
614,명일역점,"서울 강동구 구천면로 424 (명일동, 명일메가타운)",강동구,EDIYA,37.5503165,127.1455692
615,명일중앙점,"서울 강동구 상암로 210 (명일동, 명일현대종합상가)",강동구,EDIYA,37.5484567,127.1487867
616,보훈병원점,"서울 강동구 명일로 110 (둔촌동, 둔촌동암펠로스타워)",강동구,EDIYA,37.5287091,127.1431767
617,상일리엔파크점,"서울 강동구 상일로 74 (상일동, 고덕리엔파크3단지아파트)",강동구,EDIYA,37.5525612,127.1752562
618,암사3동점,"서울 강동구 고덕로 140 (암사동, 프라이어팰리스)",강동구,EDIYA,37.5534915,127.1390945
619,암사역점,"서울 강동구 올림픽로 782 (암사동, 501타워)",강동구,EDIYA,37.5508357,127.1281014
620,암사중앙점,"서울 강동구 암사길 50 (암사동, 제이빌더스)",강동구,EDIYA,37.5515869,127.1348633
621,올림픽북문점,서울 강동구 성안로 7 (성내동),강동구,EDIYA,37.5245419,127.1288923
622,천호1동점,"서울 강동구 구천면로34길 43 (천호동, 헤리티지)",강동구,EDIYA,37.5451714,127.1414108
623,천호로데오점,서울 강동구 천호대로 1027 (천호동),강동구,EDIYA,37.5382414,127.1263464
624,천호중앙점,"서울 강동구 올림픽로 660 (천호동, 천호엘크루주상복합)",강동구,EDIYA,37.54017959999999,127.1244282
625,천호초교사거리점,"서울 강동구 구천면로 304 (천호동, 일주빌딩)",강동구,EDIYA,37.5475386,127.1305581
626,천호현대점,서울 강동구 올림픽로 665 (천호동),강동구,EDIYA,37.5410289,127.1237152
627,경희대점,서울 동대문구 경희대로 4 (회기동),동대문구,EDIYA,37.5918937,127.0525264
628,경희대캠퍼스점,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",동대문구,EDIYA,37.5948937,127.0491562
629,답십리사거리점,서울 동대문구 답십리로 145 (답십리동),동대문구,EDIYA,37.57308829999999,127.0561054
630,답십리역점,서울 동대문구 천호대로 265 (답십리동),동대문구,EDIYA,37.5690537,127.0573322
631,답십리파크자이점,"서울 동대문구 한천로 55 (답십리동, 영진빌딩)",동대문구,EDIYA,37.566857,127.0618361
632,동대문구청점,서울 동대문구 천호대로 153-1 (용두동),동대문구,EDIYA,37.5796043,127.0299409
633,동부병원사거리점,서울 동대문구 무학로 104 (용두동),동대문구,EDIYA,37.5735126,127.0309103
634,배봉초교사거리점,서울 동대문구 답십리로63길 131 (장안동),동대문구,EDIYA,37.5784959,127.0693224
635,서울시립대점,"서울 동대문구 서울시립대로 164 (전농동, 도석프라자)",동대문구,EDIYA,37.5833127,127.0548163
636,신설동역점,서울 동대문구 천호대로 11-3 (신설동),동대문구,EDIYA,37.5781315,127.0273933
637,용두동사거리점,서울 동대문구 왕산로 68 (용두동),동대문구,EDIYA,37.5757257,127.034286
638,용두동점,서울 동대문구 고산자로 413-1 (용두동),동대문구,EDIYA,37.5766569,127.0379383
639,이문점,서울 동대문구 신이문로 19 (이문동),동대문구,EDIYA,37.6031275,127.0642249
640,장안동사거리점,서울 동대문구 답십리로 309 (장안동),동대문구,EDIYA,37.572387,127.0748553
641,장안동점,서울 동대문구 장한로 43 (장안동),동대문구,EDIYA,37.565097,127.0666798
642,장안중랑천점,서울 동대문구 장한로18길 32 (장안동),동대문구,EDIYA,37.5675226,127.070764
643,장안중앙점,서울 동대문구 사가정로25길 42 (장안동),동대문구,EDIYA,37.5806984,127.0709597
644,장한평군자초교점,서울 동대문구 한천로2길 53 (장안동),동대문구,EDIYA,37.5628622,127.0614119
645,전농뉴타운점,서울 동대문구 답십리로 77 (전농동),동대문구,EDIYA,37.5751262,127.0496219
646,전농사거리점,서울 동대문구 사가정로 132 (전농동),동대문구,EDIYA,37.5776021,127.0595087
647,청량리점,서울 동대문구 왕산로 225 (청량리동),동대문구,EDIYA,37.5832723,127.0447446
648,촬영소사거리점,서울 동대문구 답십리로 264 (장안동),동대문구,EDIYA,37.5722599,127.0694701
649,회기역중앙점,서울 동대문구 회기로 194-1 (휘경동),동대문구,EDIYA,37.5898157,127.0574896
650,오류남부점,서울 구로구 오류로8길 65 (오류동),구로구,EDIYA,37.4926959,126.8437439
651,오류북부역점,서울 구로구 경인로20길 6 (오류동),구로구,EDIYA,37.4966404,126.8385246
652,천왕이펜하우스점,서울 구로구 천왕로 36 (천왕동),구로구,EDIYA,37.4810083,126.8392702
653,논골사거리점,서울 성동구 난계로 35 (금호동1가),성동구,EDIYA,37.5554974,127.0245702
654,뚝섬역점,서울 성동구 상원길 38-1 (성수동1가),성동구,EDIYA,37.5473686,127.0487932
655,마장동점,서울 성동구 고산자로 339-2 (마장동),성동구,EDIYA,37.56341949999999,127.0419997
656,마장역점,서울 성동구 마장로 293-1 (마장동),성동구,EDIYA,37.5659595,127.0421511
657,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동),성동구,EDIYA,37.5636804,127.0301981
658,서울숲역점,서울 성동구 왕십리로 96-1 (성수동1가),성동구,EDIYA,37.5392211,127.04743
659,성동구청점,서울 성동구 고산자로 269 (도선동),성동구,EDIYA,37.5632824,127.0329086
660,성수2가점,서울 성동구 성덕정길 106 (성수동2가),성동구,EDIYA,37.5370996,127.055095
661,성수아카데미점,서울 성동구 성수이로 118 (성수동2가),성동구,EDIYA,37.5451924,127.0578183
662,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가),성동구,EDIYA,37.5447731,127.0621963
663,성수중앙점,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",성동구,EDIYA,37.5442746,127.0553222
664,신금호역점,서울 성동구 금호산길 64 (금호동2가),성동구,EDIYA,37.5538933,127.0196284
665,옥수동점,서울 성동구 매봉길 12 (옥수동),성동구,EDIYA,37.5452737,127.0157182
666,옥수역점,서울 성동구 한림말5길 9 (옥수동),성동구,EDIYA,37.5420228,127.0167405
667,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동),성동구,EDIYA,37.5612886,127.038382
668,왕십리센트라스점,서울 성동구 무학로 22 (홍익동),성동구,EDIYA,37.5660798,127.0303129
669,왕십리역점,서울 성동구 왕십리로 309 (행당동),성동구,EDIYA,37.5594263,127.0330179
670,응봉동점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",성동구,EDIYA,37.54264939999999,127.0119669
671,장한평역점,서울 성동구 천호대로 426 (용답동),성동구,EDIYA,37.560871,127.0661962
672,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",성동구,EDIYA,37.5685653,127.0279662
673,행당동점,서울 성동구 고산자로 201 (행당동),성동구,EDIYA,37.558058,127.0337148
674,논골사거리점,서울 성동구 난계로 35 (금호동1가),성동구,EDIYA,37.5554974,127.0245702
675,뚝섬역점,서울 성동구 상원길 38-1 (성수동1가),성동구,EDIYA,37.5473686,127.0487932
676,마장동점,서울 성동구 고산자로 339-2 (마장동),성동구,EDIYA,37.56341949999999,127.0419997
677,마장역점,서울 성동구 마장로 293-1 (마장동),성동구,EDIYA,37.5659595,127.0421511
678,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동),성동구,EDIYA,37.5636804,127.0301981
679,서울숲역점,서울 성동구 왕십리로 96-1 (성수동1가),성동구,EDIYA,37.5392211,127.04743
680,성동구청점,서울 성동구 고산자로 269 (도선동),성동구,EDIYA,37.5632824,127.0329086
681,성수2가점,서울 성동구 성덕정길 106 (성수동2가),성동구,EDIYA,37.5370996,127.055095
682,성수아카데미점,서울 성동구 성수이로 118 (성수동2가),성동구,EDIYA,37.5451924,127.0578183
683,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가),성동구,EDIYA,37.5447731,127.0621963
684,성수중앙점,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",성동구,EDIYA,37.5442746,127.0553222
685,신금호역점,서울 성동구 금호산길 64 (금호동2가),성동구,EDIYA,37.5538933,127.0196284
686,옥수동점,서울 성동구 매봉길 12 (옥수동),성동구,EDIYA,37.5452737,127.0157182
687,옥수역점,서울 성동구 한림말5길 9 (옥수동),성동구,EDIYA,37.5420228,127.0167405
688,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동),성동구,EDIYA,37.5612886,127.038382
689,왕십리센트라스점,서울 성동구 무학로 22 (홍익동),성동구,EDIYA,37.5660798,127.0303129
690,왕십리역점,서울 성동구 왕십리로 309 (행당동),성동구,EDIYA,37.5594263,127.0330179
691,응봉동점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",성동구,EDIYA,37.54264939999999,127.0119669
692,장한평역점,서울 성동구 천호대로 426 (용답동),성동구,EDIYA,37.560871,127.0661962
693,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",성동구,EDIYA,37.5685653,127.0279662
694,행당동점,서울 성동구 고산자로 201 (행당동),성동구,EDIYA,37.558058,127.0337148
